Submission ID,Respondent ID,Submitted at,ref,"After the protocol, how would you describe the situation — for yourself or the person you were listening with ?"
sub_0937,resp_0937,2026-01-25 00:00:00,X-MD-L3-VOL001,6
sub_0182,resp_0182,2026-02-10 00:00:00,H-AX-L1-VOL001,6
sub_0275,resp_0275,2026-01-04 00:00:00,H-AX-L2-VOL001,7
sub_0893,resp_0893,2026-02-27 00:00:00,X-ME-L3-VOL001,3
sub_0070,resp_0070,2026-02-11 00:00:00,H-OS-L1-VOL001,6
sub_0292,resp_0292,2026-01-14 00:00:00,H-AX-L3-VOL001,10
sub_0132,resp_0132,2026-02-03 00:00:00,H-OS-L3-VOL001,5
sub_0301,resp_0301,2026-02-17 00:00:00,H-AX-L3-VOL001,10
sub_0423,resp_0423,2026-03-22 00:00:00,H-CR-L3-VOL001,6
sub_0327,resp_0327,2026-02-11 00:00:00,H-AX-L3-VOL001,7
sub_0145,resp_0145,2026-03-06 00:00:00,H-OS-L3-VOL001,5
sub_0668,resp_0668,2026-01-06 00:00:00,T-FC-L3-VOL001,4
sub_0656,resp_0656,2026-03-05 00:00:00,T-FC-L3-VOL001,6
sub_0136,resp_0136,2026-01-20 00:00:00,H-OS-L3-VOL001,5
sub_0406,resp_0406,2026-03-19 00:00:00,H-CR-L2-VOL001,5
sub_0165,resp_0165,2026-01-15 00:00:00,H-OS-L3-VOL001,8
sub_0029,resp_0029,2026-01-21 00:00:00,H-OS-L1-VOL001,9
sub_0916,resp_0916,2026-02-03 00:00:00,X-MD-L1-VOL001,7
sub_0194,resp_0194,2026-02-23 00:00:00,H-AX-L1-VOL001,3
sub_0752,resp_0752,2026-03-21 00:00:00,T-CF-L3-VOL001,6
sub_0637,resp_0637,2026-03-09 00:00:00,T-FC-L2-VOL001,6
sub_0170,resp_0170,2026-02-17 00:00:00,H-OS-L3-VOL001,2
sub_0487,resp_0487,2026-03-14 00:00:00,H-SL-L1-VOL001,9
sub_0141,resp_0141,2026-02-13 00:00:00,H-OS-L3-VOL001,7
sub_0174,resp_0174,2026-02-25 00:00:00,H-OS-L3-VOL001,9
sub_0007,resp_0007,2026-02-28 00:00:00,H-OS-L1-VOL001,9
sub_0953,resp_0953,2026-02-20 00:00:00,X-MC-L1-VOL001,6
sub_0671,resp_0671,2026-02-28 00:00:00,T-FC-L3-VOL001,2
sub_0074,resp_0074,2026-01-14 00:00:00,H-OS-L2-VOL001,6
sub_0799,resp_0799,2026-03-18 00:00:00,T-MB-L2-VOL001,7
sub_0468,resp_0468,2026-02-25 00:00:00,H-SL-L1-VOL001,8
sub_0239,resp_0239,2026-03-15 00:00:00,H-AX-L1-VOL001,9
sub_0146,resp_0146,2026-03-04 00:00:00,H-OS-L3-VOL001,8
sub_0791,resp_0791,2026-01-31 00:00:00,T-MB-L2-VOL001,7
sub_0235,resp_0235,2026-01-10 00:00:00,H-AX-L1-VOL001,7
sub_0221,resp_0221,2026-03-23 00:00:00,H-AX-L1-VOL001,7
sub_0584,resp_0584,2026-02-07 00:00:00,T-FC-L1-VOL001,5
sub_0864,resp_0864,2026-01-28 00:00:00,X-ME-L2-VOL001,3
sub_0133,resp_0133,2026-01-15 00:00:00,H-OS-L3-VOL001,7
sub_0988,resp_0988,2026-01-20 00:00:00,X-MC-L3-VOL001,7
sub_0409,resp_0409,2026-01-12 00:00:00,H-CR-L2-VOL001,7
sub_0186,resp_0186,2026-02-09 00:00:00,H-AX-L1-VOL001,7
sub_0042,resp_0042,2026-03-10 00:00:00,H-OS-L1-VOL001,4
sub_0721,resp_0721,2026-01-09 00:00:00,T-CF-L2-VOL001,6
sub_0109,resp_0109,2026-02-06 00:00:00,H-OS-L2-VOL001,4
sub_0588,resp_0588,2026-02-25 00:00:00,T-FC-L1-VOL001,3
sub_0057,resp_0057,2026-03-22 00:00:00,H-OS-L1-VOL001,5
sub_0676,resp_0676,2026-03-15 00:00:00,T-FC-L3-VOL001,6
sub_0441,resp_0441,2026-01-19 00:00:00,H-SL-L1-VOL001,3
sub_0639,resp_0639,2026-02-18 00:00:00,T-FC-L2-VOL001,8
sub_0858,resp_0858,2026-02-19 00:00:00,X-ME-L2-VOL001,8
sub_0025,resp_0025,2026-01-07 00:00:00,H-OS-L1-VOL001,10
sub_0733,resp_0733,2026-01-19 00:00:00,T-CF-L2-VOL001,7
sub_0495,resp_0495,2026-01-31 00:00:00,H-SL-L1-VOL001,10
sub_0531,resp_0531,2026-02-20 00:00:00,H-SL-L2-VOL001,7
sub_0618,resp_0618,2026-01-17 00:00:00,T-FC-L1-VOL001,7
sub_0693,resp_0693,2026-02-05 00:00:00,T-CF-L1-VOL001,8
sub_0924,resp_0924,2026-02-10 00:00:00,X-MD-L2-VOL001,7
sub_0339,resp_0339,2026-01-02 00:00:00,H-CR-L1-VOL001,5
sub_0052,resp_0052,2026-02-03 00:00:00,H-OS-L1-VOL001,5
sub_0583,resp_0583,2026-03-09 00:00:00,T-FC-L1-VOL001,5
sub_0629,resp_0629,2026-01-19 00:00:00,T-FC-L2-VOL001,9
sub_0918,resp_0918,2026-01-27 00:00:00,X-MD-L1-VOL001,4
sub_0632,resp_0632,2026-01-09 00:00:00,T-FC-L2-VOL001,7
sub_0265,resp_0265,2026-02-21 00:00:00,H-AX-L2-VOL001,7
sub_0537,resp_0537,2026-02-17 00:00:00,H-SL-L2-VOL001,6
sub_0709,resp_0709,2026-03-20 00:00:00,T-CF-L1-VOL001,8
sub_0681,resp_0681,2026-03-23 00:00:00,T-CF-L1-VOL001,10
sub_0501,resp_0501,2026-03-23 00:00:00,H-SL-L1-VOL001,3
sub_0617,resp_0617,2026-02-17 00:00:00,T-FC-L1-VOL001,4
sub_0446,resp_0446,2026-03-02 00:00:00,H-SL-L1-VOL001,9
sub_0019,resp_0019,2026-02-16 00:00:00,H-OS-L1-VOL001,8
sub_0714,resp_0714,2026-03-16 00:00:00,T-CF-L1-VOL001,7
sub_0482,resp_0482,2026-02-25 00:00:00,H-SL-L1-VOL001,6
sub_0568,resp_0568,2026-01-17 00:00:00,H-SL-L3-VOL001,7
sub_0524,resp_0524,2026-01-10 00:00:00,H-SL-L2-VOL001,10
sub_0368,resp_0368,2026-03-22 00:00:00,H-CR-L1-VOL001,4
sub_0084,resp_0084,2026-03-01 00:00:00,H-OS-L2-VOL001,7
sub_0062,resp_0062,2026-01-26 00:00:00,H-OS-L1-VOL001,7
sub_0996,resp_0996,2026-01-18 00:00:00,X-MC-L3-VOL001,2
sub_0273,resp_0273,2026-03-17 00:00:00,H-AX-L2-VOL001,7
sub_0286,resp_0286,2026-01-28 00:00:00,H-AX-L2-VOL001,8
sub_0361,resp_0361,2026-03-03 00:00:00,H-CR-L1-VOL001,7
sub_0355,resp_0355,2026-03-03 00:00:00,H-CR-L1-VOL001,4
sub_0923,resp_0923,2026-01-19 00:00:00,X-MD-L2-VOL001,6
sub_0279,resp_0279,2026-01-18 00:00:00,H-AX-L2-VOL001,6
sub_0013,resp_0013,2026-03-10 00:00:00,H-OS-L1-VOL001,3
sub_0183,resp_0183,2026-01-16 00:00:00,H-AX-L1-VOL001,4
sub_0369,resp_0369,2026-01-07 00:00:00,H-CR-L1-VOL001,5
sub_0491,resp_0491,2026-01-11 00:00:00,H-SL-L1-VOL001,8
sub_0989,resp_0989,2026-02-22 00:00:00,X-MC-L3-VOL001,7
sub_0224,resp_0224,2026-01-12 00:00:00,H-AX-L1-VOL001,10
sub_0690,resp_0690,2026-02-26 00:00:00,T-CF-L1-VOL001,6
sub_0698,resp_0698,2026-01-10 00:00:00,T-CF-L1-VOL001,7
sub_0502,resp_0502,2026-03-16 00:00:00,H-SL-L2-VOL001,6
sub_0545,resp_0545,2026-03-02 00:00:00,H-SL-L2-VOL001,9
sub_0582,resp_0582,2026-03-18 00:00:00,T-FC-L1-VOL001,9
sub_0763,resp_0763,2026-01-14 00:00:00,T-MB-L1-VOL001,7
sub_0177,resp_0177,2026-02-16 00:00:00,H-AX-L1-VOL001,9
sub_0665,resp_0665,2026-02-15 00:00:00,T-FC-L3-VOL001,8
sub_0627,resp_0627,2026-01-01 00:00:00,T-FC-L2-VOL001,7
sub_0585,resp_0585,2026-02-28 00:00:00,T-FC-L1-VOL001,6
sub_0520,resp_0520,2026-02-07 00:00:00,H-SL-L2-VOL001,7
sub_0394,resp_0394,2026-02-08 00:00:00,H-CR-L2-VOL001,4
sub_0164,resp_0164,2026-01-02 00:00:00,H-OS-L3-VOL001,5
sub_0249,resp_0249,2026-02-15 00:00:00,H-AX-L2-VOL001,7
sub_0634,resp_0634,2026-03-23 00:00:00,T-FC-L2-VOL001,7
sub_0883,resp_0883,2026-03-03 00:00:00,X-ME-L3-VOL001,8
sub_0669,resp_0669,2026-02-25 00:00:00,T-FC-L3-VOL001,6
sub_0376,resp_0376,2026-01-16 00:00:00,H-CR-L1-VOL001,8
sub_0413,resp_0413,2026-01-01 00:00:00,H-CR-L3-VOL001,3
sub_0075,resp_0075,2026-02-01 00:00:00,H-OS-L2-VOL001,10
sub_0114,resp_0114,2026-01-25 00:00:00,H-OS-L2-VOL001,7
sub_0569,resp_0569,2026-03-14 00:00:00,H-SL-L3-VOL001,8
sub_0560,resp_0560,2026-01-28 00:00:00,H-SL-L3-VOL001,5
sub_0391,resp_0391,2026-02-26 00:00:00,H-CR-L2-VOL001,8
sub_0105,resp_0105,2026-01-01 00:00:00,H-OS-L2-VOL001,7
sub_0115,resp_0115,2026-02-07 00:00:00,H-OS-L2-VOL001,7
sub_0418,resp_0418,2026-01-25 00:00:00,H-CR-L3-VOL001,5
sub_0762,resp_0762,2026-03-12 00:00:00,T-MB-L1-VOL001,7
sub_0458,resp_0458,2026-03-04 00:00:00,H-SL-L1-VOL001,7
sub_0410,resp_0410,2026-01-30 00:00:00,H-CR-L2-VOL001,8
sub_0093,resp_0093,2026-01-02 00:00:00,H-OS-L2-VOL001,8
sub_0756,resp_0756,2026-01-20 00:00:00,T-CF-L3-VOL001,9
sub_0090,resp_0090,2026-01-07 00:00:00,H-OS-L2-VOL001,7
sub_0337,resp_0337,2026-01-23 00:00:00,H-CR-L1-VOL001,8
sub_0986,resp_0986,2026-01-22 00:00:00,X-MC-L2-VOL001,6
sub_0919,resp_0919,2026-03-15 00:00:00,X-MD-L1-VOL001,5
sub_0931,resp_0931,2026-03-13 00:00:00,X-MD-L2-VOL001,4
sub_0605,resp_0605,2026-02-24 00:00:00,T-FC-L1-VOL001,8
sub_0899,resp_0899,2026-03-23 00:00:00,X-ME-L3-VOL001,4
sub_0695,resp_0695,2026-01-08 00:00:00,T-CF-L1-VOL001,8
sub_0095,resp_0095,2026-01-31 00:00:00,H-OS-L2-VOL001,8
sub_0012,resp_0012,2026-03-13 00:00:00,H-OS-L1-VOL001,7
sub_0397,resp_0397,2026-03-06 00:00:00,H-CR-L2-VOL001,4
sub_0533,resp_0533,2026-02-03 00:00:00,H-SL-L2-VOL001,9
sub_0044,resp_0044,2026-03-24 00:00:00,H-OS-L1-VOL001,6
sub_0043,resp_0043,2026-02-04 00:00:00,H-OS-L1-VOL001,6
sub_0330,resp_0330,2026-03-18 00:00:00,H-CR-L1-VOL001,4
sub_0168,resp_0168,2026-03-11 00:00:00,H-OS-L3-VOL001,10
sub_0496,resp_0496,2026-03-05 00:00:00,H-SL-L1-VOL001,6
sub_0874,resp_0874,2026-02-26 00:00:00,X-ME-L2-VOL001,8
sub_0597,resp_0597,2026-01-30 00:00:00,T-FC-L1-VOL001,8
sub_0755,resp_0755,2026-02-18 00:00:00,T-CF-L3-VOL001,6
sub_0101,resp_0101,2026-02-21 00:00:00,H-OS-L2-VOL001,6
sub_0427,resp_0427,2026-02-04 00:00:00,H-CR-L3-VOL001,6
sub_0179,resp_0179,2026-01-09 00:00:00,H-AX-L1-VOL001,9
sub_0445,resp_0445,2026-01-10 00:00:00,H-SL-L1-VOL001,5
sub_0417,resp_0417,2026-01-07 00:00:00,H-CR-L3-VOL001,8
sub_0940,resp_0940,2026-03-07 00:00:00,X-MD-L3-VOL001,9
sub_0880,resp_0880,2026-03-11 00:00:00,X-ME-L2-VOL001,4
sub_0658,resp_0658,2026-01-23 00:00:00,T-FC-L3-VOL001,7
sub_0178,resp_0178,2026-02-25 00:00:00,H-AX-L1-VOL001,8
sub_0396,resp_0396,2026-02-04 00:00:00,H-CR-L2-VOL001,7
sub_0995,resp_0995,2026-01-08 00:00:00,X-MC-L3-VOL001,4
sub_0884,resp_0884,2026-03-09 00:00:00,X-ME-L3-VOL001,7
sub_0958,resp_0958,2026-01-19 00:00:00,X-MC-L1-VOL001,8
sub_0683,resp_0683,2026-02-11 00:00:00,T-CF-L1-VOL001,9
sub_0384,resp_0384,2026-01-10 00:00:00,H-CR-L2-VOL001,6
sub_0954,resp_0954,2026-02-17 00:00:00,X-MC-L1-VOL001,8
sub_0612,resp_0612,2026-01-12 00:00:00,T-FC-L1-VOL001,6
sub_0258,resp_0258,2026-01-29 00:00:00,H-AX-L2-VOL001,8
sub_0586,resp_0586,2026-03-06 00:00:00,T-FC-L1-VOL001,5
sub_0336,resp_0336,2026-02-16 00:00:00,H-CR-L1-VOL001,3
sub_0614,resp_0614,2026-01-12 00:00:00,T-FC-L1-VOL001,7
sub_0016,resp_0016,2026-02-24 00:00:00,H-OS-L1-VOL001,7
sub_0325,resp_0325,2026-03-17 00:00:00,H-AX-L3-VOL001,9
sub_0757,resp_0757,2026-02-02 00:00:00,T-MB-L1-VOL001,5
sub_0223,resp_0223,2026-02-12 00:00:00,H-AX-L1-VOL001,5
sub_0180,resp_0180,2026-02-12 00:00:00,H-AX-L1-VOL001,9
sub_0981,resp_0981,2026-03-15 00:00:00,X-MC-L2-VOL001,8
sub_0023,resp_0023,2026-03-05 00:00:00,H-OS-L1-VOL001,6
sub_0357,resp_0357,2026-02-13 00:00:00,H-CR-L1-VOL001,8
sub_0666,resp_0666,2026-01-10 00:00:00,T-FC-L3-VOL001,7
sub_0859,resp_0859,2026-03-13 00:00:00,X-ME-L2-VOL001,7
sub_0341,resp_0341,2026-01-17 00:00:00,H-CR-L1-VOL001,6
sub_0432,resp_0432,2026-03-04 00:00:00,H-CR-L3-VOL001,7
sub_0892,resp_0892,2026-01-10 00:00:00,X-ME-L3-VOL001,8
sub_0831,resp_0831,2026-03-11 00:00:00,X-ME-L1-VOL001,7
sub_0204,resp_0204,2026-02-06 00:00:00,H-AX-L1-VOL001,9
sub_0630,resp_0630,2026-03-14 00:00:00,T-FC-L2-VOL001,8
sub_0094,resp_0094,2026-01-12 00:00:00,H-OS-L2-VOL001,8
sub_0558,resp_0558,2026-02-28 00:00:00,H-SL-L3-VOL001,3
sub_0069,resp_0069,2026-03-18 00:00:00,H-OS-L1-VOL001,6
sub_0622,resp_0622,2026-03-13 00:00:00,T-FC-L1-VOL001,7
sub_0285,resp_0285,2026-02-11 00:00:00,H-AX-L2-VOL001,8
sub_0802,resp_0802,2026-03-22 00:00:00,T-MB-L2-VOL001,6
sub_0435,resp_0435,2026-03-22 00:00:00,H-CR-L3-VOL001,8
sub_0154,resp_0154,2026-01-01 00:00:00,H-OS-L3-VOL001,7
sub_0076,resp_0076,2026-01-25 00:00:00,H-OS-L2-VOL001,8
sub_0729,resp_0729,2026-01-20 00:00:00,T-CF-L2-VOL001,7
sub_0447,resp_0447,2026-02-03 00:00:00,H-SL-L1-VOL001,8
sub_0189,resp_0189,2026-02-21 00:00:00,H-AX-L1-VOL001,9
sub_0272,resp_0272,2026-02-20 00:00:00,H-AX-L2-VOL001,6
sub_0237,resp_0237,2026-02-23 00:00:00,H-AX-L1-VOL001,8
sub_0488,resp_0488,2026-01-24 00:00:00,H-SL-L1-VOL001,6
sub_0118,resp_0118,2026-03-16 00:00:00,H-OS-L2-VOL001,7
sub_0927,resp_0927,2026-02-21 00:00:00,X-MD-L2-VOL001,6
sub_0513,resp_0513,2026-02-16 00:00:00,H-SL-L2-VOL001,7
sub_0553,resp_0553,2026-01-08 00:00:00,H-SL-L3-VOL001,7
sub_0591,resp_0591,2026-03-25 00:00:00,T-FC-L1-VOL001,6
sub_0127,resp_0127,2026-03-09 00:00:00,H-OS-L2-VOL001,4
sub_0117,resp_0117,2026-01-08 00:00:00,H-OS-L2-VOL001,9
sub_0474,resp_0474,2026-02-08 00:00:00,H-SL-L1-VOL001,7
sub_0760,resp_0760,2026-03-03 00:00:00,T-MB-L1-VOL001,8
sub_0058,resp_0058,2026-02-08 00:00:00,H-OS-L1-VOL001,8
sub_0673,resp_0673,2026-02-10 00:00:00,T-FC-L3-VOL001,6
sub_0910,resp_0910,2026-01-06 00:00:00,X-MD-L1-VOL001,7
sub_0370,resp_0370,2026-01-20 00:00:00,H-CR-L1-VOL001,4
sub_0269,resp_0269,2026-03-21 00:00:00,H-AX-L2-VOL001,8
sub_0047,resp_0047,2026-02-07 00:00:00,H-OS-L1-VOL001,4
sub_0350,resp_0350,2026-01-14 00:00:00,H-CR-L1-VOL001,8
sub_0196,resp_0196,2026-01-23 00:00:00,H-AX-L1-VOL001,6
sub_0997,resp_0997,2026-03-08 00:00:00,X-MC-L3-VOL001,5
sub_0945,resp_0945,2026-01-03 00:00:00,X-MD-L3-VOL001,8
sub_0735,resp_0735,2026-02-09 00:00:00,T-CF-L2-VOL001,5
sub_0264,resp_0264,2026-02-13 00:00:00,H-AX-L2-VOL001,8
sub_0444,resp_0444,2026-01-20 00:00:00,H-SL-L1-VOL001,9
sub_0674,resp_0674,2026-03-15 00:00:00,T-FC-L3-VOL001,5
sub_0305,resp_0305,2026-02-13 00:00:00,H-AX-L3-VOL001,8
sub_0342,resp_0342,2026-02-05 00:00:00,H-CR-L1-VOL001,9
sub_0964,resp_0964,2026-01-06 00:00:00,X-MC-L1-VOL001,6
sub_0150,resp_0150,2026-03-23 00:00:00,H-OS-L3-VOL001,6
sub_0125,resp_0125,2026-03-03 00:00:00,H-OS-L2-VOL001,7
sub_0785,resp_0785,2026-02-19 00:00:00,T-MB-L1-VOL001,5
sub_0051,resp_0051,2026-01-01 00:00:00,H-OS-L1-VOL001,6
sub_0354,resp_0354,2026-03-02 00:00:00,H-CR-L1-VOL001,8
sub_0925,resp_0925,2026-02-10 00:00:00,X-MD-L2-VOL001,5
sub_0143,resp_0143,2026-03-23 00:00:00,H-OS-L3-VOL001,7
sub_0471,resp_0471,2026-01-13 00:00:00,H-SL-L1-VOL001,8
sub_0400,resp_0400,2026-02-26 00:00:00,H-CR-L2-VOL001,6
sub_0670,resp_0670,2026-01-03 00:00:00,T-FC-L3-VOL001,7
sub_0321,resp_0321,2026-03-10 00:00:00,H-AX-L3-VOL001,9
sub_0020,resp_0020,2026-01-29 00:00:00,H-OS-L1-VOL001,2
sub_0807,resp_0807,2026-02-07 00:00:00,T-MB-L2-VOL001,5
sub_0789,resp_0789,2026-01-16 00:00:00,T-MB-L2-VOL001,9
sub_0971,resp_0971,2026-02-23 00:00:00,X-MC-L2-VOL001,6
sub_0408,resp_0408,2026-01-04 00:00:00,H-CR-L2-VOL001,8
sub_0538,resp_0538,2026-02-03 00:00:00,H-SL-L2-VOL001,7
sub_0794,resp_0794,2026-03-21 00:00:00,T-MB-L2-VOL001,6
sub_0039,resp_0039,2026-03-12 00:00:00,H-OS-L1-VOL001,9
sub_0176,resp_0176,2026-01-26 00:00:00,H-AX-L1-VOL001,6
sub_0246,resp_0246,2026-02-18 00:00:00,H-AX-L2-VOL001,8
sub_0826,resp_0826,2026-02-24 00:00:00,X-ME-L1-VOL001,7
sub_0667,resp_0667,2026-02-20 00:00:00,T-FC-L3-VOL001,7
sub_0753,resp_0753,2026-01-17 00:00:00,T-CF-L3-VOL001,6
sub_0856,resp_0856,2026-02-16 00:00:00,X-ME-L1-VOL001,7
sub_0155,resp_0155,2026-02-12 00:00:00,H-OS-L3-VOL001,10
sub_0288,resp_0288,2026-02-11 00:00:00,H-AX-L2-VOL001,7
sub_0602,resp_0602,2026-02-23 00:00:00,T-FC-L1-VOL001,7
sub_0570,resp_0570,2026-01-27 00:00:00,H-SL-L3-VOL001,9
sub_0742,resp_0742,2026-01-18 00:00:00,T-CF-L3-VOL001,6
sub_0018,resp_0018,2026-02-21 00:00:00,H-OS-L1-VOL001,7
sub_0128,resp_0128,2026-01-21 00:00:00,H-OS-L2-VOL001,8
sub_0323,resp_0323,2026-03-01 00:00:00,H-AX-L3-VOL001,9
sub_0256,resp_0256,2026-01-29 00:00:00,H-AX-L2-VOL001,7
sub_0657,resp_0657,2026-02-25 00:00:00,T-FC-L3-VOL001,7
sub_0962,resp_0962,2026-02-21 00:00:00,X-MC-L1-VOL001,8
sub_0191,resp_0191,2026-03-12 00:00:00,H-AX-L1-VOL001,10
sub_0116,resp_0116,2026-01-28 00:00:00,H-OS-L2-VOL001,8
sub_0616,resp_0616,2026-01-13 00:00:00,T-FC-L1-VOL001,4
sub_0607,resp_0607,2026-02-02 00:00:00,T-FC-L1-VOL001,7
sub_0181,resp_0181,2026-03-21 00:00:00,H-AX-L1-VOL001,6
sub_0302,resp_0302,2026-01-09 00:00:00,H-AX-L3-VOL001,4
sub_0758,resp_0758,2026-01-07 00:00:00,T-MB-L1-VOL001,8
sub_0711,resp_0711,2026-03-06 00:00:00,T-CF-L1-VOL001,10
sub_0722,resp_0722,2026-02-12 00:00:00,T-CF-L2-VOL001,7
sub_0815,resp_0815,2026-03-22 00:00:00,T-MB-L3-VOL001,4
sub_0661,resp_0661,2026-03-10 00:00:00,T-FC-L3-VOL001,8
sub_0518,resp_0518,2026-02-02 00:00:00,H-SL-L2-VOL001,7
sub_0982,resp_0982,2026-01-30 00:00:00,X-MC-L2-VOL001,7
sub_0046,resp_0046,2026-01-15 00:00:00,H-OS-L1-VOL001,6
sub_0907,resp_0907,2026-03-19 00:00:00,X-MD-L1-VOL001,4
sub_0158,resp_0158,2026-02-03 00:00:00,H-OS-L3-VOL001,6
sub_0941,resp_0941,2026-03-01 00:00:00,X-MD-L3-VOL001,8
sub_0172,resp_0172,2026-03-12 00:00:00,H-OS-L3-VOL001,6
sub_0017,resp_0017,2026-03-16 00:00:00,H-OS-L1-VOL001,6
sub_0512,resp_0512,2026-03-11 00:00:00,H-SL-L2-VOL001,7
sub_0049,resp_0049,2026-01-21 00:00:00,H-OS-L1-VOL001,7
sub_0969,resp_0969,2026-03-02 00:00:00,X-MC-L1-VOL001,6
sub_0838,resp_0838,2026-02-09 00:00:00,X-ME-L1-VOL001,5
sub_0516,resp_0516,2026-02-04 00:00:00,H-SL-L2-VOL001,5
sub_0685,resp_0685,2026-02-10 00:00:00,T-CF-L1-VOL001,8
sub_0481,resp_0481,2026-02-17 00:00:00,H-SL-L1-VOL001,6
sub_0284,resp_0284,2026-02-18 00:00:00,H-AX-L2-VOL001,6
sub_0717,resp_0717,2026-01-07 00:00:00,T-CF-L2-VOL001,9
sub_0654,resp_0654,2026-01-07 00:00:00,T-FC-L2-VOL001,8
sub_0226,resp_0226,2026-02-09 00:00:00,H-AX-L1-VOL001,10
sub_0027,resp_0027,2026-01-20 00:00:00,H-OS-L1-VOL001,4
sub_0781,resp_0781,2026-02-20 00:00:00,T-MB-L1-VOL001,7
sub_0438,resp_0438,2026-01-21 00:00:00,H-CR-L3-VOL001,5
sub_0949,resp_0949,2026-03-20 00:00:00,X-MC-L1-VOL001,10
sub_0365,resp_0365,2026-03-04 00:00:00,H-CR-L1-VOL001,8
sub_0230,resp_0230,2026-01-04 00:00:00,H-AX-L1-VOL001,8
sub_0038,resp_0038,2026-02-02 00:00:00,H-OS-L1-VOL001,7
sub_0963,resp_0963,2026-03-06 00:00:00,X-MC-L1-VOL001,6
sub_0375,resp_0375,2026-02-01 00:00:00,H-CR-L1-VOL001,7
sub_0470,resp_0470,2026-03-23 00:00:00,H-SL-L1-VOL001,7
sub_0965,resp_0965,2026-01-06 00:00:00,X-MC-L1-VOL001,7
sub_0848,resp_0848,2026-03-20 00:00:00,X-ME-L1-VOL001,5
sub_0906,resp_0906,2026-03-21 00:00:00,X-MD-L1-VOL001,4
sub_0724,resp_0724,2026-03-13 00:00:00,T-CF-L2-VOL001,4
sub_0195,resp_0195,2026-02-18 00:00:00,H-AX-L1-VOL001,8
sub_0852,resp_0852,2026-01-08 00:00:00,X-ME-L1-VOL001,6
sub_0862,resp_0862,2026-02-03 00:00:00,X-ME-L2-VOL001,7
sub_0504,resp_0504,2026-01-17 00:00:00,H-SL-L2-VOL001,2
sub_0967,resp_0967,2026-01-18 00:00:00,X-MC-L1-VOL001,7
sub_0828,resp_0828,2026-02-25 00:00:00,X-ME-L1-VOL001,6
sub_0580,resp_0580,2026-01-01 00:00:00,H-SL-L3-VOL001,6
sub_0966,resp_0966,2026-01-05 00:00:00,X-MC-L1-VOL001,5
sub_0163,resp_0163,2026-03-13 00:00:00,H-OS-L3-VOL001,6
sub_0991,resp_0991,2026-02-22 00:00:00,X-MC-L3-VOL001,4
sub_0153,resp_0153,2026-01-06 00:00:00,H-OS-L3-VOL001,4
sub_0680,resp_0680,2026-03-24 00:00:00,T-CF-L1-VOL001,6
sub_0747,resp_0747,2026-03-06 00:00:00,T-CF-L3-VOL001,8
sub_0754,resp_0754,2026-03-18 00:00:00,T-CF-L3-VOL001,5
sub_0112,resp_0112,2026-03-04 00:00:00,H-OS-L2-VOL001,7
sub_0227,resp_0227,2026-01-29 00:00:00,H-AX-L1-VOL001,6
sub_0950,resp_0950,2026-01-16 00:00:00,X-MC-L1-VOL001,5
sub_0104,resp_0104,2026-02-18 00:00:00,H-OS-L2-VOL001,7
sub_0422,resp_0422,2026-03-05 00:00:00,H-CR-L3-VOL001,10
sub_0420,resp_0420,2026-02-16 00:00:00,H-CR-L3-VOL001,6
sub_0811,resp_0811,2026-02-15 00:00:00,T-MB-L3-VOL001,7
sub_0587,resp_0587,2026-03-19 00:00:00,T-FC-L1-VOL001,7
sub_0779,resp_0779,2026-02-23 00:00:00,T-MB-L1-VOL001,6
sub_0120,resp_0120,2026-01-08 00:00:00,H-OS-L2-VOL001,7
sub_0054,resp_0054,2026-01-23 00:00:00,H-OS-L1-VOL001,9
sub_0152,resp_0152,2026-02-05 00:00:00,H-OS-L3-VOL001,8
sub_0404,resp_0404,2026-02-25 00:00:00,H-CR-L2-VOL001,8
sub_0943,resp_0943,2026-02-09 00:00:00,X-MD-L3-VOL001,10
sub_0208,resp_0208,2026-03-19 00:00:00,H-AX-L1-VOL001,7
sub_0659,resp_0659,2026-01-17 00:00:00,T-FC-L3-VOL001,7
sub_0938,resp_0938,2026-01-21 00:00:00,X-MD-L3-VOL001,4
sub_0761,resp_0761,2026-02-17 00:00:00,T-MB-L1-VOL001,5
sub_0009,resp_0009,2026-02-03 00:00:00,H-OS-L1-VOL001,7
sub_0842,resp_0842,2026-01-22 00:00:00,X-ME-L1-VOL001,3
sub_0037,resp_0037,2026-03-09 00:00:00,H-OS-L1-VOL001,8
sub_0453,resp_0453,2026-02-12 00:00:00,H-SL-L1-VOL001,7
sub_0652,resp_0652,2026-01-21 00:00:00,T-FC-L2-VOL001,6
sub_0254,resp_0254,2026-03-11 00:00:00,H-AX-L2-VOL001,6
sub_0304,resp_0304,2026-03-24 00:00:00,H-AX-L3-VOL001,6
sub_0778,resp_0778,2026-01-04 00:00:00,T-MB-L1-VOL001,7
sub_0572,resp_0572,2026-03-12 00:00:00,H-SL-L3-VOL001,8
sub_0624,resp_0624,2026-02-09 00:00:00,T-FC-L2-VOL001,6
sub_0708,resp_0708,2026-01-12 00:00:00,T-CF-L1-VOL001,5
sub_0718,resp_0718,2026-03-22 00:00:00,T-CF-L2-VOL001,7
sub_0263,resp_0263,2026-02-19 00:00:00,H-AX-L2-VOL001,7
sub_0611,resp_0611,2026-01-09 00:00:00,T-FC-L1-VOL001,7
